Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC48,OUT013,1374.448108
NCF18,OUT046,2976.075298
FDU46,OUT018,1193.763068
FDH41,OUT018,3118.269739
NCN42,OUT010,397.7793569
FDU49,OUT046,1478.924926
FDB20,OUT027,2726.250195
FDG50,OUT019,-427.8448536
FDW20,OUT045,1910.014022
NCO55,OUT049,1824.299773
FDX48,OUT046,2510.018807
FDU48,OUT046,2122.704385
FDR48,OUT019,494.3008817
FDK27,OUT013,2015.438274
FDT35,OUT013,2707.554696
FDN12,OUT049,1863.254632
NCE31,OUT019,-1367.24024
FDL21,OUT017,844.0201688
FDV56,OUT017,1863.266645
FDR16,OUT017,3524.488875
NCP41,OUT049,1836.430124
FDJ27,OUT013,1701.438186
FDA07,OUT017,2108.634784
FDK55,OUT049,1551.125134
FDM33,OUT049,3585.083447
FDY46,OUT046,2967.677694
FDD36,OUT046,1902.283568
FDB12,OUT027,3126.024111
FDF28,OUT019,168.1878135
NCE07,OUT019,379.4782317
FDW50,OUT027,4074.143492
NCW18,OUT017,3800.925693
NCJ17,OUT019,-578.4161889
DRZ24,OUT010,-4.104130163
FDS07,OUT035,1997.002387
NCW05,OUT010,-243.8757938
FDZ22,OUT018,1084.910401
FDK02,OUT046,1897.19826
FDZ45,OUT027,4565.650744
FDL25,OUT046,1507.579484
FDS08,OUT045,2744.473157
NCZ42,OUT027,5155.472315
FDX57,OUT035,1759.995195
FDF21,OUT046,3055.953788
FDJ56,OUT018,1290.358929
FDX10,OUT013,691.6658224
DRG48,OUT035,2463.127675
DRN37,OUT046,2638.623555
NCY41,OUT018,297.0539415
FDN28,OUT045,1670.130525
FDE34,OUT045,2820.807494
FDR10,OUT045,2564.352687
FDC32,OUT017,1583.558047
DRG13,OUT046,2602.368406
FDP59,OUT049,1831.870779
NCT53,OUT010,708.2366652
FDL57,OUT027,5552.106282
FDN32,OUT010,1043.291008
FDK09,OUT018,3312.529426
FDA52,OUT010,935.0043681
FDC57,OUT049,3204.905138
FDI09,OUT035,3952.046378
NCB07,OUT046,3102.018273
FDP26,OUT035,1796.781411
FDP40,OUT027,3301.236244
FDL15,OUT013,2449.859018
FDV07,OUT046,1792.930983
FDS03,OUT017,1162.897294
FDE50,OUT049,3100.507727
FDQ15,OUT017,1401.54837
FDQ33,OUT010,473.8095586
FDT22,OUT013,985.058173
DRO35,OUT035,2020.865641
FDJ41,OUT049,4239.198596
FDQ27,OUT035,1890.215985
FDC26,OUT017,1883.716843
NCF43,OUT027,3704.021949
NCR50,OUT035,2569.244468
FDE39,OUT018,1655.880621
FDN49,OUT027,2168.619459
DRG11,OUT035,1859.683305
NCA18,OUT049,1956.267676
FDM36,OUT018,2501.98874
FDW32,OUT017,1513.624578
NCQ18,OUT010,-376.3004796
FDX14,OUT027,2693.3873
FDD46,OUT017,2504.152499
FDI34,OUT019,1799.342256
NCJ17,OUT035,1487.58752
FDB52,OUT035,4211.981689
FDV55,OUT018,2019.612901
FDC57,OUT046,3079.792085
FDB29,OUT046,1894.249941
NCO43,OUT035,1745.241082
FDG44,OUT045,822.2743182
FDJ34,OUT045,2008.445517
FDH40,OUT049,1480.056056
NCD07,OUT027,3225.041922
FDB41,OUT017,897.0195575
FDH47,OUT018,1299.643755
DRK37,OUT035,3143.912576
FDM25,OUT019,948.9319241
NCX06,OUT045,2823.178356
NCS05,OUT017,2199.024747
FDS39,OUT045,2232.29285
FDC47,OUT027,5018.613248
FDG20,OUT013,2889.335733
DRL23,OUT017,1792.619652
FDY33,OUT013,2586.348316
NCH18,OUT045,3776.201833
FDX47,OUT035,2676.815226
NCB06,OUT045,2446.656432
FDP36,OUT049,975.412377
FDW44,OUT018,2512.029807
NCU41,OUT018,2739.7429
NCS17,OUT046,1522.068085
FDD46,OUT035,2612.57056
FDE45,OUT017,2914.955621
FDI09,OUT017,3885.594083
NCJ54,OUT010,1760.667549
NCA29,OUT018,2443.239049
NCN41,OUT027,3393.934489
FDY34,OUT035,2817.798073
NCG55,OUT035,1989.846331
DRM49,OUT046,759.3949567
NCB42,OUT049,1941.829477
FDE58,OUT045,1822.869525
DRJ25,OUT013,842.2867183
FDS47,OUT010,-528.0217417
FDY21,OUT049,3214.165561
NCI54,OUT013,1799.255368
FDO24,OUT017,2582.348628
FDY43,OUT035,2825.173654
FDF35,OUT018,1424.87378
NCP29,OUT019,-898.7675157
FDN28,OUT027,3142.879932
FDJ50,OUT018,607.4222458
FDQ14,OUT027,3855.085635
FDC37,OUT035,1895.01964
FDN08,OUT046,1945.597393
FDD04,OUT035,2412.29157
FDW34,OUT018,3580.638459
FDP04,OUT017,1174.97698
NCG07,OUT017,3043.305285
NCN14,OUT018,2611.57172
FDJ16,OUT045,901.2983931
NCM42,OUT045,1684.645578
NCF19,OUT046,811.4928638
FDY21,OUT018,2818.702705
FDY19,OUT035,2015.676696
FDV09,OUT045,2347.734608
FDA28,OUT013,2092.768795
FDC38,OUT018,1843.772117
FDL28,OUT045,3630.990064
NCH43,OUT049,3506.956347
NCN53,OUT045,522.4984112
NCW05,OUT017,1781.231913
NCO30,OUT018,2652.959179
FDT04,OUT019,-1274.713892
FDB27,OUT018,2844.629698
NCK07,OUT013,2652.162067
NCA53,OUT013,819.7143739
FDB33,OUT018,2283.863338
FDU37,OUT017,1416.902433
FDR13,OUT035,2050.502556
FDE45,OUT049,2933.780099
FDV37,OUT017,3232.262083
FDX44,OUT019,-433.1955733
NCL06,OUT017,4182.409584
FDJ28,OUT045,2977.211881
FDX55,OUT049,3561.107497
NCK17,OUT018,396.353237
FDH52,OUT035,1224.786013
FDN13,OUT027,3055.674238
FDK44,OUT018,2439.615011
FDU16,OUT046,1378.264145
FDZ07,OUT017,1115.21436
NCN06,OUT027,4027.317784
FDH02,OUT010,-382.2707316
NCW18,OUT045,3638.002931
FDH57,OUT013,2120.219765
FDV35,OUT045,2400.943479
NCU29,OUT013,2328.835979
NCP02,OUT046,954.7389497
FDN44,OUT013,2603.102733
FDX03,OUT018,515.4876409
FDR11,OUT010,623.7443155
FDA36,OUT046,2944.62619
FDP58,OUT027,4871.475311
FDH31,OUT045,1575.858462
FDH34,OUT035,3127.764758
FDS13,OUT035,4294.119997
FDT01,OUT018,3133.819502
FDY09,OUT049,2907.53131
FDV33,OUT027,5563.12382
NCW29,OUT010,129.6348317
NCN17,OUT045,1544.612207
FDX01,OUT046,1901.904178
FDL03,OUT049,3248.198888
DRL59,OUT049,1000.456898
DRM11,OUT027,5562.059623
FDA43,OUT049,3221.958564
FDZ56,OUT010,796.3242785
FDI44,OUT018,982.545495
FDB50,OUT013,1302.656737
FDU15,OUT019,-1246.391801
NCJ19,OUT019,-975.6088861
FDD48,OUT013,1891.730621
NCW42,OUT035,3620.55941
FDL24,OUT017,2901.437022
NCB30,OUT013,3145.677831
FDK25,OUT013,2738.760932
FDW28,OUT049,3192.797942
FDD47,OUT017,2840.551716
FDK16,OUT019,-410.8166032
FDW37,OUT046,1480.251576
FDA48,OUT035,3630.150094
FDA14,OUT017,2424.684142
FDV15,OUT013,1661.24324
FDN22,OUT049,4103.621309
NCD55,OUT045,633.2271096
FDY43,OUT013,2693.669462
NCU05,OUT017,1367.370408
FDF10,OUT035,2526.113444
FDR39,OUT018,2637.118952
FDG40,OUT013,618.8070365
FDZ28,OUT019,182.1029013
FDE02,OUT045,1458.642763
FDU60,OUT049,2821.972046
FDM21,OUT013,4088.005317
FDV52,OUT019,-9.15427138
NCW06,OUT013,3047.327669
FDX36,OUT035,3738.799143
FDT35,OUT027,4179.140009
NCL19,OUT010,347.0654478
NCD31,OUT046,2605.753928
FDE53,OUT019,-159.0553481
FDW58,OUT019,-162.8541304
DRF48,OUT046,2959.978144
FDW57,OUT035,2976.062418
DRH13,OUT017,1804.430944
FDT33,OUT013,2752.718885
DRK47,OUT027,5013.184359
FDY22,OUT010,379.6878064
FDC35,OUT019,1375.156554
FDO03,OUT013,3679.19806
FDF24,OUT045,1322.363454
FDF56,OUT018,2617.435193
FDD28,OUT013,987.5821799
FDG53,OUT027,3717.698015
FDO27,OUT019,-329.5807034
NCF54,OUT018,2426.851923
FDC20,OUT027,2372.914474
FDU10,OUT046,705.8957087
DRA24,OUT018,2356.918386
FDA02,OUT010,454.4131754
FDG10,OUT017,1095.56908
FDW39,OUT010,972.9852717
FDP04,OUT019,-821.8314478
NCM55,OUT013,2942.393114
FDG47,OUT045,4054.735385
NCU41,OUT017,3106.97457
NCK31,OUT017,935.9000685
FDZ46,OUT045,1713.361228
FDU13,OUT027,3799.288101
NCF19,OUT045,761.068629
NCJ43,OUT013,2758.855422
NCJ05,OUT045,2368.89954
FDS04,OUT027,3691.327006
FDX28,OUT010,-277.7450056
FDB41,OUT027,2262.642828
FDG53,OUT046,2271.250325
FDL15,OUT010,527.8997229
FDQ08,OUT049,1161.571818
DRN36,OUT013,1586.948223
FDI46,OUT013,4021.929334
FDG16,OUT027,4833.656849
FDV32,OUT013,1064.060035
FDF44,OUT010,253.9171932
FDK04,OUT018,670.0743541
NCA41,OUT013,3074.564634
FDD51,OUT017,821.7888061
NCZ53,OUT045,2920.778309
FDP01,OUT027,3911.357723
FDY25,OUT049,2980.510427
FDB17,OUT018,2588.36109
NCV54,OUT018,1621.185224
FDJ32,OUT017,1133.438117
FDA37,OUT049,2146.299175
FDG35,OUT035,2939.875547
NCM05,OUT018,3901.252132
FDG45,OUT046,3373.305709
FDH28,OUT013,732.4679256
NCE18,OUT049,3999.012662
FDH38,OUT045,1853.235279
FDR56,OUT013,3207.179457
FDH17,OUT027,3060.255937
FDD39,OUT049,3551.459117
FDB41,OUT049,934.5439906
NCR53,OUT046,3502.056308
FDX46,OUT017,1093.367467
FDV28,OUT049,755.4980722
FDA08,OUT018,2403.125381
FDH45,OUT017,839.8693937
NCS38,OUT010,-114.236195
FDD40,OUT010,1212.495914
DRM59,OUT035,2594.487083
NCJ43,OUT018,2484.828201
NCN29,OUT013,842.4021333
NCC19,OUT045,2954.24789
FDR56,OUT035,3298.287864
FDZ43,OUT049,3970.326319
FDJ32,OUT010,-877.2324002
DRH03,OUT017,1574.367364
NCZ54,OUT035,2718.756487
FDE26,OUT017,2411.994577
FDS03,OUT045,998.4423934
DRZ24,OUT019,1.673102035
FDO48,OUT027,4987.068158
FDW39,OUT049,2933.328357
NCK05,OUT049,1103.091271
NCK30,OUT017,4076.369029
FDT27,OUT018,3478.638788
FDS08,OUT019,926.9234059
NCJ19,OUT049,990.4950675
FDC58,OUT045,678.1740014
DRE37,OUT013,2992.965651
FDW02,OUT035,2236.474225
FDJ02,OUT010,514.4339275
FDX09,OUT045,2762.373954
FDT31,OUT010,1086.144614
FDI24,OUT049,2924.623302
FDY09,OUT045,2740.890252
FDV28,OUT045,574.5256798
DRM47,OUT049,3134.893218
FDT52,OUT019,2038.057899
FDI48,OUT018,658.7713152
FDY55,OUT017,4132.927776
FDU48,OUT013,2134.296192
FDN25,OUT045,915.1772877
FDP20,OUT049,2137.294852
FDJ15,OUT013,3027.395446
FDD04,OUT018,1958.949392
FDY58,OUT045,3586.224546
FDR37,OUT018,2672.777393
FDF44,OUT013,2153.131914
FDD32,OUT045,1336.551511
FDR57,OUT017,2633.865944
DRG39,OUT027,2346.531624
FDX15,OUT017,2596.051149
DRN37,OUT045,2561.757229
FDW40,OUT027,3752.38324
FDB32,OUT049,1624.444433
FDM40,OUT018,1993.61113
FDE39,OUT027,3396.232024
DRH49,OUT017,1417.733852
FDT46,OUT049,943.1479937
NCF06,OUT035,4199.758945
FDP07,OUT017,3190.254068
FDC04,OUT013,3831.463383
FDZ32,OUT017,1809.851758
FDD50,OUT045,2626.198664
FDU56,OUT017,3026.650787
FDV34,OUT017,1325.328746
NCY41,OUT013,633.327
NCK18,OUT046,2625.83033
DRH25,OUT049,968.347224
FDT57,OUT046,3775.654094
FDV56,OUT018,1497.574076
FDV12,OUT045,1559.34284
FDN52,OUT017,1553.756061
FDX38,OUT035,1007.46252
FDE47,OUT018,1695.795492
NCO07,OUT013,3366.23985
FDV09,OUT027,3856.64402
FDZ23,OUT019,1077.3954
DRH51,OUT018,1129.436199
NCY54,OUT045,2628.667295
DRG49,OUT013,3904.695248
NCC19,OUT049,3126.692086
NCV53,OUT045,3742.714301
FDZ47,OUT019,-218.6000398
NCO26,OUT018,1535.765489
NCP02,OUT045,936.9370776
NCW30,OUT018,3809.404013
NCN55,OUT046,3785.466549
FDB20,OUT010,-664.3158251
DRL11,OUT013,2519.542413
DRD60,OUT045,2820.215547
FDW14,OUT010,-432.7182822
FDL27,OUT010,-800.9281328
FDU09,OUT018,693.1503456
DRH36,OUT027,2663.57855
FDP34,OUT027,3923.469779
FDE04,OUT017,2969.538318
FDZ57,OUT027,3582.338145
FDF02,OUT010,-246.9805393
FDG28,OUT045,3868.520324
NCI31,OUT046,575.0768434
FDT43,OUT013,899.6197776
FDU20,OUT046,1994.799354
FDD53,OUT013,758.5275683
FDW15,OUT045,2368.393312
NCT53,OUT045,2518.696821
NCG55,OUT027,3270.337931
FDD48,OUT035,1998.386597
FDG47,OUT049,4256.696224
FDI21,OUT017,1183.95367
FDT27,OUT017,3834.988125
DRO35,OUT013,1898.673644
FDD33,OUT017,3776.398449
FDC04,OUT035,3989.388188
FDY34,OUT013,2698.709785
DRJ49,OUT049,2150.327684
FDE05,OUT049,2446.835994
FDU31,OUT017,3603.692654
NCN19,OUT027,4420.831198
FDK56,OUT027,4376.172519
FDK58,OUT017,1800.035104
NCJ42,OUT035,1782.737983
FDZ34,OUT027,4496.145039
FDA52,OUT018,2555.126445
NCR29,OUT013,936.3205857
FDT48,OUT035,3325.847873
DRJ51,OUT019,1696.034185
NCS54,OUT046,2806.381505
FDV01,OUT035,2649.821941
DRG51,OUT027,4046.621838
NCG42,OUT013,2114.269481
FDA51,OUT049,1977.720274
FDV19,OUT010,682.8847324
NCT18,OUT045,2811.297775
NCS41,OUT045,2851.995905
FDO03,OUT046,3655.930934
FDL12,OUT010,-876.9956236
FDY37,OUT010,434.829959
FDI58,OUT049,1640.965448
FDT28,OUT018,2105.972922
NCC42,OUT010,280.3772677
FDO01,OUT017,2215.108196
FDJ02,OUT013,2420.497465
FDQ04,OUT018,439.4204232
DRL47,OUT013,2032.414175
FDZ32,OUT035,1919.67921
FDC35,OUT035,3423.528378
FDX14,OUT045,1143.4225
FDZ35,OUT013,1762.995993
FDL14,OUT013,2561.59253
FDO04,OUT049,1024.46219
DRK11,OUT017,2483.818012
FDB44,OUT018,3080.943453
FDZ50,OUT049,3069.256494
FDI12,OUT027,2922.432012
FDU43,OUT017,3875.096232
FDD58,OUT010,-321.2677268
FDB27,OUT017,3191.662392
FDB04,OUT018,1165.597602
NCO17,OUT013,1911.817466
FDL12,OUT017,1078.629801
DRJ13,OUT049,2641.687057
FDD57,OUT045,1522.540008
FDW19,OUT035,1981.62864
DRD27,OUT018,1336.250624
FDH27,OUT027,3767.46707
NCW30,OUT027,5535.743352
FDR40,OUT018,1086.555063
FDG05,OUT013,2564.741579
NCY41,OUT019,-1324.133712
FDI38,OUT018,3046.415918
FDR20,OUT046,780.4203335
FDE09,OUT017,1860.561236
FDN50,OUT019,-308.5807267
DRF27,OUT045,2368.956489
DRF51,OUT013,637.2662427
NCO02,OUT019,-818.8047643
FDB51,OUT027,2482.2303
FDJ50,OUT013,928.0950234
FDN52,OUT013,1445.20963
FDX14,OUT013,1281.591608
FDT27,OUT019,1863.263148
FDV10,OUT013,776.4178681
FDU33,OUT046,786.2946969
FDU58,OUT046,3005.173965
NCP42,OUT027,4522.337229
FDL51,OUT027,4875.598793
DRH15,OUT027,2189.708225
FDU16,OUT017,1520.268171
FDW15,OUT017,2514.225461
FDQ44,OUT045,1911.982299
NCI06,OUT027,4285.14851
DRK23,OUT019,2073.097832
FDC28,OUT035,1919.410927
NCY17,OUT019,-1190.795296
NCV05,OUT018,2157.741859
FDM34,OUT019,219.1141879
DRD60,OUT027,4342.082049
FDT38,OUT046,1401.803669
FDQ57,OUT018,2052.796987
FDE59,OUT027,2065.887383
NCM43,OUT046,2585.836097
DRI51,OUT049,2807.436672
NCG30,OUT017,2047.942762
NCK54,OUT035,1974.250225
FDQ16,OUT019,-127.0118588
FDI36,OUT013,3198.904261
FDX16,OUT027,3821.500402
FDA34,OUT046,2777.939693
FDJ48,OUT018,3642.937182
FDU47,OUT035,2391.015379
FDS39,OUT046,2296.693976
FDD11,OUT046,3980.537776
FDM16,OUT027,2702.969046
FDU56,OUT018,2634.557503
FDQ32,OUT017,2094.817752
DRK35,OUT013,688.8161861
FDA58,OUT049,3794.734363
DRG48,OUT019,397.5422755
FDT59,OUT010,1771.535494
FDQ31,OUT019,-399.6799164
FDS51,OUT018,778.0858176
FDW32,OUT027,2895.959779
FDI15,OUT027,5602.399293
NCV30,OUT017,1087.231992
DRG25,OUT049,3070.835174
FDT02,OUT013,620.5274869
FDO33,OUT027,3279.057367
FDP38,OUT035,1012.802024
FDZ45,OUT035,3283.104161
NCA54,OUT027,4288.808989
FDU33,OUT017,881.5851421
FDN58,OUT017,3824.818756
FDI05,OUT045,1209.532714
FDM57,OUT019,-522.237203
NCS42,OUT027,2874.663863
FDB57,OUT045,3500.77528
FDC03,OUT045,3097.010249
FDZ58,OUT013,1967.501865
NCK29,OUT045,1905.212022
NCR53,OUT045,3456.239723
FDE26,OUT027,3765.847909
FDU52,OUT049,2566.621046
FDE41,OUT027,2852.964265
FDU38,OUT018,2734.863915
FDA52,OUT017,2915.020597
FDW46,OUT046,1120.38364
DRI59,OUT035,3690.063419
FDT38,OUT035,1532.47703
FDL33,OUT018,2841.389464
FDQ01,OUT027,5460.99417
FDJ08,OUT046,3022.103647
FDQ47,OUT049,739.6683605
NCZ18,OUT013,3962.004319
FDE29,OUT017,1072.501261
FDF10,OUT027,3810.969321
FDC48,OUT049,1472.454936
FDY58,OUT013,3657.561866
NCX30,OUT010,1975.016839
FDV11,OUT013,2880.249832
FDT46,OUT046,838.2237997
DRD01,OUT019,-949.8624385
FDQ11,OUT013,4125.258843
NCM41,OUT017,1565.232874
NCC55,OUT013,633.9211521
FDG45,OUT027,4825.656686
NCQ54,OUT049,2737.271502
FDM34,OUT045,2020.09932
FDD17,OUT019,1868.602083
FDN38,OUT027,5431.366644
FDB53,OUT018,2092.514828
NCL06,OUT035,4254.996432
NCV18,OUT019,-600.4988387
FDX25,OUT013,2925.360322
FDB39,OUT046,928.3120808
FDC33,OUT049,3271.442353
NCO14,OUT018,459.1158689
FDA58,OUT027,5190.385371
NCQ02,OUT017,3033.819196
NCR53,OUT017,3631.513508
FDN52,OUT046,1458.461365
FDG26,OUT046,4050.814784
FDE23,OUT027,2281.45416
DRI37,OUT013,984.2408407
DRH37,OUT018,2352.594272
FDO01,OUT035,2242.566771
FDK45,OUT049,1939.471671
FDP23,OUT049,3553.507091
FDM33,OUT035,3621.730849
FDD36,OUT017,2022.586307
FDL56,OUT017,1461.074004
FDT27,OUT010,1856.612176
FDG52,OUT017,837.567252
NCL42,OUT035,3975.163924
DRJ24,OUT046,2921.910934
FDV38,OUT046,871.0285911
FDT35,OUT045,2679.691702
FDY51,OUT045,3408.219906
FDC37,OUT017,1800.736246
NCP43,OUT013,2893.485751
FDO33,OUT045,1745.217872
FDW04,OUT018,1864.994049
NCC31,OUT046,2455.453332
FDK22,OUT049,3534.886469
FDJ50,OUT017,1011.953539
FDV13,OUT017,1581.477045
DRL60,OUT017,2505.028262
FDW03,OUT017,1817.991443
FDY27,OUT035,2982.441608
FDB39,OUT027,2361.681123
FDU59,OUT045,2528.63684
FDZ57,OUT049,2213.891028
FDO21,OUT049,3715.476129
FDS43,OUT018,2703.840945
FDU28,OUT010,1116.223106
FDC51,OUT010,105.252611
FDW16,OUT010,-367.8548346
FDP32,OUT010,93.69273369
FDB60,OUT019,1213.477183
NCQ30,OUT046,1911.875114
FDD26,OUT049,3076.84741
FDI44,OUT045,1197.751265
DRH23,OUT046,891.0531484
FDO44,OUT046,1765.818545
FDG04,OUT046,2987.041539
FDM32,OUT027,2943.226497
FDM09,OUT013,2764.232456
FDZ47,OUT013,1662.3172
FDM40,OUT027,3712.236809
FDY48,OUT017,1737.596029
NCM30,OUT045,636.0812328
FDX36,OUT010,1676.817628
DRF03,OUT017,742.7679963
FDN51,OUT049,4247.625609
FDM57,OUT049,1514.374943
FDB35,OUT049,1659.472208
FDY13,OUT027,2729.410692
FDA37,OUT017,2152.31882
NCX53,OUT017,2338.838871
FDD59,OUT018,1084.743289
FDX10,OUT019,-1252.37408
FDC03,OUT018,2867.835345
FDW43,OUT035,3771.605531
FDW10,OUT046,2795.231104
FDY14,OUT027,5595.057491
FDV43,OUT045,704.310805
FDO40,OUT013,2436.095622
FDP46,OUT027,2924.147286
NCE43,OUT019,738.2745222
FDD05,OUT035,2081.849781
FDJ60,OUT010,765.1073464
DRE27,OUT018,1243.627222
FDO11,OUT035,4155.81572
DRG11,OUT027,3159.454878
FDK33,OUT010,1506.7208
DRM23,OUT045,2620.184451
FDJ02,OUT027,3833.030986
NCZ05,OUT045,1606.358457
NCL30,OUT013,2029.194873
FDZ19,OUT018,2491.136373
FDM45,OUT049,2078.424061
FDO36,OUT046,2833.402455
NCK31,OUT045,779.1678551
DRJ37,OUT045,2376.650338
FDP24,OUT018,1645.093155
FDF46,OUT013,1879.461322
FDX46,OUT019,-886.670952
NCL18,OUT045,2961.849073
FDJ26,OUT013,3433.994015
FDJ07,OUT045,1810.385338
FDY15,OUT013,2517.455517
DRG01,OUT045,1158.07791
FDF58,OUT045,1030.271154
FDZ14,OUT019,95.30082665
FDP31,OUT049,1196.764074
FDH45,OUT013,784.1075168
FDA09,OUT010,927.1368454
FDW31,OUT035,3342.366814
FDA57,OUT046,708.2694068
NCE55,OUT035,2912.576158
FDC17,OUT019,1479.644098
FDC59,OUT013,1139.339154
FDA22,OUT013,2700.745213
FDK52,OUT035,3697.239456
NCM26,OUT046,2415.494175
NCT53,OUT035,2774.376468
FDW45,OUT018,2105.634496
NCI18,OUT035,3648.650402
FDE38,OUT018,2344.548861
FDF08,OUT019,-413.7626154
FDY58,OUT010,1727.365
FDF58,OUT019,-831.9561467
FDX39,OUT017,3458.981106
FDB44,OUT049,3456.114235
FDF28,OUT013,2099.236319
FDE39,OUT013,1923.745699
FDT37,OUT018,3723.919298
FDZ45,OUT017,3241.597977
FDO40,OUT035,2559.841588
FDM57,OUT027,2877.089088
DRG36,OUT017,2795.210905
FDY36,OUT010,-716.0704611
DRL60,OUT027,3859.834569
FDS25,OUT019,-108.9381113
DRF49,OUT027,3233.841843
FDP16,OUT045,3826.502772
FDS60,OUT049,2981.423369
FDU15,OUT027,2151.795237
FDK43,OUT046,2044.170424
FDN25,OUT046,1018.438957
FDE53,OUT049,1802.397425
FDB22,OUT013,2504.160981
FDE39,OUT017,2018.457311
FDX35,OUT035,3778.874116
NCG54,OUT049,2767.622808
FDH27,OUT035,2479.759565
NCK42,OUT013,3427.919587
FDS25,OUT049,1879.752569
FDI10,OUT018,2506.820709
FDU35,OUT035,1770.650565
FDI04,OUT017,3282.606743
DRK23,OUT035,4105.564359
FDB53,OUT019,429.3950543
FDY02,OUT049,4267.75053
FDM60,OUT035,882.6432252
NCJ31,OUT010,1792.561254
DRP35,OUT017,2091.713548
NCQ30,OUT018,1672.69527
DRL11,OUT010,602.0207529
FDU01,OUT013,3014.641624
FDR39,OUT035,3008.580376
FDO08,OUT046,2682.265815
FDC02,OUT045,4059.410548
NCZ29,OUT035,2158.701738
FDF29,OUT010,241.0072743
FDZ23,OUT017,3099.501177
NCU53,OUT018,2325.44592
NCW30,OUT013,4092.776291
NCM26,OUT027,3894.318756
FDV50,OUT027,3401.975664
FDW15,OUT049,2480.239644
FDI35,OUT027,4354.941932
FDO11,OUT017,4072.411666
FDN48,OUT046,1499.779126
NCA17,OUT049,2463.834158
NCN54,OUT013,1302.723846
FDP22,OUT013,899.142936
NCB54,OUT035,2148.679123
FDD08,OUT045,604.338276
DRM48,OUT010,-1330.050137
FDG41,OUT027,3264.280294
FDE44,OUT027,2243.680667
FDE26,OUT035,2444.209702
NCS38,OUT013,1825.200551
NCJ54,OUT018,3340.976265
FDI40,OUT019,-289.1397119
FDN45,OUT018,3256.811467
FDU43,OUT046,3827.865765
FDI04,OUT010,1255.535262
NCC07,OUT018,1396.112897
NCC07,OUT019,-226.6219872
NCD18,OUT045,3571.245039
FDU55,OUT035,4232.694959
FDX59,OUT035,761.8883065
FDR52,OUT049,3165.212483
NCP17,OUT013,1054.484639
FDQ32,OUT045,1950.531886
NCT17,OUT049,3061.948891
FDO10,OUT049,1100.303624
FDE32,OUT049,729.1992484
FDN44,OUT045,2475.845012
FDH02,OUT035,1645.278784
FDK60,OUT013,1662.823773
FDS24,OUT019,-453.4392992
FDL03,OUT010,1281.085734
FDB46,OUT027,4849.612411
FDO48,OUT049,3670.681464
FDZ39,OUT049,1817.414481
FDT02,OUT027,2057.701006
FDC50,OUT013,1547.665303
FDP39,OUT035,1009.121418
DRG15,OUT018,703.8239068
FDP10,OUT018,1386.375587
FDF53,OUT027,4373.616327
FDN34,OUT045,2700.489338
FDK02,OUT045,1872.949758
FDC23,OUT045,2756.654838
FDJ10,OUT019,353.1908149
FDE53,OUT035,1882.522196
FDR25,OUT035,4372.799655
FDW50,OUT046,2633.660984
FDS09,OUT049,1000.581451
FDW49,OUT010,904.591319
FDU51,OUT046,2868.047973
FDF28,OUT018,1792.527458
NCY30,OUT018,2555.871066
FDD44,OUT045,4078.981154
FDX09,OUT017,2908.197302
NCF30,OUT013,2005.161404
FDZ50,OUT019,1076.224473
FDW37,OUT013,1476.217964
FDD11,OUT049,4122.750123
DRH39,OUT018,932.7038441
FDA36,OUT049,3041.791389
NCG43,OUT049,1563.901926
FDF02,OUT035,1809.445085
FDP57,OUT027,3097.473165
NCE42,OUT017,3735.756734
NCR38,OUT027,5400.646962
FDP03,OUT019,146.5205038
FDO51,OUT035,917.4412852
NCQ42,OUT046,2031.596305
NCM41,OUT046,1455.825297
FDH48,OUT027,2833.843329
DRF60,OUT046,3722.741574
FDJ27,OUT035,1811.187384
FDQ14,OUT013,2439.273113
FDN27,OUT017,1988.478697
NCQ02,OUT046,2978.751893
FDJ33,OUT049,2140.362983
FDP07,OUT027,4550.741261
DRE01,OUT049,3870.303475
FDU36,OUT045,1569.140072
FDL28,OUT017,3747.295482
NCX53,OUT046,2235.617925
FDZ39,OUT013,1753.589632
NCP42,OUT013,3114.770523
FDJ14,OUT035,1519.195498
FDK04,OUT049,1028.176079
NCC19,OUT017,3141.992859
FDS09,OUT018,630.0330163
FDZ02,OUT046,1661.734584
FDD35,OUT018,1681.799191
NCY42,OUT017,2378.177152
FDB05,OUT045,3845.355503
FDF20,OUT035,3250.984781
NCO41,OUT018,1282.409963
FDC40,OUT027,2788.112637
FDV58,OUT045,3057.704566
FDZ57,OUT045,2071.491281
DRM35,OUT046,2833.040145
DRN36,OUT018,1236.722143
FDQ13,OUT046,1382.161086
DRO35,OUT010,-63.28672427
NCD43,OUT035,1805.541877
FDA51,OUT018,1582.262724
NCX17,OUT027,5090.787627
NCZ17,OUT049,743.8734708
FDR11,OUT027,4015.068869
FDW34,OUT049,3944.944777
FDN50,OUT017,1639.920895
FDS09,OUT046,881.6929365
FDS48,OUT018,2139.930076
FDL44,OUT049,2702.230979
DRF48,OUT018,2691.536106
FDA14,OUT018,2082.195533
NCD30,OUT049,1639.658056
FDI16,OUT017,975.9451249
NCG06,OUT035,4205.267052
DRZ24,OUT035,2062.806319
NCS17,OUT045,1449.870436
FDB37,OUT045,3802.385513
FDE10,OUT035,2269.395987
FDC57,OUT045,3026.251052
FDM12,OUT018,2744.683231
FDE24,OUT049,2336.559385
